Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/TimKiem/TimKiem_DSTruyenTraVe_TenTruyenKhopTuKhoa,Chrome 120.0.0.0,,,2024-01-14 02:03:47,2024-01-14 02:04:09,22.361s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-14 02:03:47,2024-01-14 02:03:49,1.656s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-14 02:03:49,2024-01-14 02:03:54,5.093s,PASSED
"waitForElementPresent(findTestObject(""Page_TrangChu/button_TurnAdOff""), 10)",Chrome 120.0.0.0,,,2024-01-14 02:03:54,2024-01-14 02:03:54,0.781s,PASSED
"click(findTestObject(""Object Repository/Page_TrangChu/button_TurnAdOff""))",Chrome 120.0.0.0,,,2024-01-14 02:03:54,2024-01-14 02:03:55,0.379s,PASSED
"setText(findTestObject(""Object Repository/Page_TimKiem/input_search""), keyword)",Chrome 120.0.0.0,,,2024-01-14 02:03:55,2024-01-14 02:03:56,1.446s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_TimKiem/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-14 02:03:56,2024-01-14 02:03:57,1.081s,PASSED
currentUrl = getUrl(),Chrome 120.0.0.0,,,2024-01-14 02:03:57,2024-01-14 02:03:57,0.020s,PASSED
if (currentUrl == url_main),Chrome 120.0.0.0,,,2024-01-14 02:03:57,2024-01-14 02:03:57,0.001s,PASSED
else,Chrome 120.0.0.0,,,2024-01-14 02:03:57,2024-01-14 02:04:09,11.188s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-14 02:04:09,2024-01-14 02:04:09,0.706s,PASSED
,,,,,,,
Test Cases/TimKiem/TimKiem_DSTruyenTraVe_TenTruyenKhopTuKhoa,Chrome 120.0.0.0,,,2024-01-14 02:04:09,2024-01-14 02:04:31,21.421s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-14 02:04:09,2024-01-14 02:04:11,1.625s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-14 02:04:11,2024-01-14 02:04:15,4.071s,PASSED
"waitForElementPresent(findTestObject(""Page_TrangChu/button_TurnAdOff""), 10)",Chrome 120.0.0.0,,,2024-01-14 02:04:15,2024-01-14 02:04:16,0.760s,PASSED
"click(findTestObject(""Object Repository/Page_TrangChu/button_TurnAdOff""))",Chrome 120.0.0.0,,,2024-01-14 02:04:16,2024-01-14 02:04:16,0.399s,PASSED
"setText(findTestObject(""Object Repository/Page_TimKiem/input_search""), keyword)",Chrome 120.0.0.0,,,2024-01-14 02:04:16,2024-01-14 02:04:18,1.478s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_TimKiem/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-14 02:04:18,2024-01-14 02:04:19,1.091s,PASSED
currentUrl = getUrl(),Chrome 120.0.0.0,,,2024-01-14 02:04:19,2024-01-14 02:04:19,0.012s,PASSED
if (currentUrl == url_main),Chrome 120.0.0.0,,,2024-01-14 02:04:19,2024-01-14 02:04:19,0.000s,PASSED
else,Chrome 120.0.0.0,,,2024-01-14 02:04:19,2024-01-14 02:04:30,11.259s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-14 02:04:30,2024-01-14 02:04:31,0.713s,PASSED
,,,,,,,
Test Cases/TimKiem/TimKiem_DSTruyenTraVe_TenTruyenKhopTuKhoa,Chrome 120.0.0.0,,,2024-01-14 02:04:31,2024-01-14 02:04:53,21.898s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-14 02:04:31,2024-01-14 02:04:32,1.663s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-14 02:04:32,2024-01-14 02:04:37,4.731s,PASSED
"waitForElementPresent(findTestObject(""Page_TrangChu/button_TurnAdOff""), 10)",Chrome 120.0.0.0,,,2024-01-14 02:04:37,2024-01-14 02:04:38,0.711s,PASSED
"click(findTestObject(""Object Repository/Page_TrangChu/button_TurnAdOff""))",Chrome 120.0.0.0,,,2024-01-14 02:04:38,2024-01-14 02:04:38,0.366s,PASSED
"setText(findTestObject(""Object Repository/Page_TimKiem/input_search""), keyword)",Chrome 120.0.0.0,,,2024-01-14 02:04:38,2024-01-14 02:04:40,1.365s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_TimKiem/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-14 02:04:40,2024-01-14 02:04:41,1.182s,PASSED
currentUrl = getUrl(),Chrome 120.0.0.0,,,2024-01-14 02:04:41,2024-01-14 02:04:41,0.038s,PASSED
if (currentUrl == url_main),Chrome 120.0.0.0,,,2024-01-14 02:04:41,2024-01-14 02:04:41,0.001s,PASSED
else,Chrome 120.0.0.0,,,2024-01-14 02:04:41,2024-01-14 02:04:52,11.130s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-14 02:04:52,2024-01-14 02:04:53,0.699s,PASSED
,,,,,,,
Test Cases/TimKiem/TimKiem_DSTruyenTraVe_TenTruyenKhopTuKhoa,Chrome 120.0.0.0,,,2024-01-14 02:04:53,2024-01-14 02:05:15,22.084s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,2024-01-14 02:04:53,2024-01-14 02:04:54,1.693s,PASSED
"navigateToUrl(""https://truyenteen.me/"")",Chrome 120.0.0.0,,,2024-01-14 02:04:54,2024-01-14 02:04:59,4.706s,PASSED
"waitForElementPresent(findTestObject(""Page_TrangChu/button_TurnAdOff""), 10)",Chrome 120.0.0.0,,,2024-01-14 02:04:59,2024-01-14 02:05:00,0.811s,PASSED
"click(findTestObject(""Object Repository/Page_TrangChu/button_TurnAdOff""))",Chrome 120.0.0.0,,,2024-01-14 02:05:00,2024-01-14 02:05:00,0.381s,PASSED
"setText(findTestObject(""Object Repository/Page_TimKiem/input_search""), keyword)",Chrome 120.0.0.0,,,2024-01-14 02:05:00,2024-01-14 02:05:01,1.149s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_TimKiem/input_search""), Keys.chord(ENTER))",Chrome 120.0.0.0,,,2024-01-14 02:05:01,2024-01-14 02:05:03,1.420s,PASSED
currentUrl = getUrl(),Chrome 120.0.0.0,,,2024-01-14 02:05:03,2024-01-14 02:05:03,0.013s,PASSED
if (currentUrl == url_main),Chrome 120.0.0.0,,,2024-01-14 02:05:03,2024-01-14 02:05:03,0.000s,PASSED
else,Chrome 120.0.0.0,,,2024-01-14 02:05:03,2024-01-14 02:05:14,11.177s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2024-01-14 02:05:14,2024-01-14 02:05:15,0.721s,PASSED
